row_id,tweet_id,text,raw_content,date,post_type,language,like_count,retweet_count,reply_count,retweeted_tweet,quoted_tweet,in_reply_to_screen_name,hashtags,mentioned_users,user,user_id,url,dataset_split,sampled_at
250,1801039282125385844,"Support The Sisters In Arms 
🇺🇸 #WomenVeteransRecognitionDay https://t.co/69q2ZnFLx6","Support The Sisters In Arms 
🇺🇸 #WomenVeteransRecognitionDay https://t.co/69q2ZnFLx6",2024-06-12,reply,en,0,0,0,False,False,,[],[],"""{'id': 1124006932023476224, 'id_str': '1124006932023476224', 'url': 'https://twitter.com/PrezBiden46Fan', 'username': 'PrezBiden46Fan', 'rawDescription': 'An proud American USA \ud83c\uddfa\ud83c\uddf8 Supporting unity, diversity, prosperity for all in @JoeBiden\u2019s America. #SupportOurTroops.  Democracy 1st. Follow @votevets', 'created': datetime.datetime(2019, 5, 2, 17, 45, 10, tzinfo=datetime.timezone.utc), 'followersCount': 479, 'friendsCount': 757, 'statusesCount': 21401, 'favouritesCount': 9618, 'listedCount': 1, 'mediaCount': 231, 'location': 'North Carolina, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1124009524095004675/XwK3Iuhr_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Biden46Fan/status/1801039282125385844,,2026-02-15 17:25:41.192625
251,1801040734427963404,"@BillKristol Fox News brainwashing actually works.
Trump was arguably the worst President, ever.
Biden is above average, at least.","@BillKristol Fox News brainwashing actually works.
Trump was arguably the worst President, ever.
Biden is above average, at least.",2024-06-12,reply,en,1,0,0,False,False,BillKristol,[],[],"""{'id': 1167074245, 'id_str': '1167074245', 'url': 'https://twitter.com/Steve of the North', 'username': 'Steve of the North', 'rawDescription': 'The problem with internet quotes, is that they are difficult to verify.\\n--Abraham Lincoln', 'created': datetime.datetime(2013, 2, 10, 21, 21, 28, tzinfo=datetime.timezone.utc), 'followersCount': 219, 'friendsCount': 562, 'statusesCount': 21603, 'favouritesCount': 15189, 'listedCount': 5, 'mediaCount': 204, 'location': 'Mississauga, Ontario', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1632548250132664325/eZLAp9pg_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/SteveDa44400620/status/1801040734427963404,,2026-02-15 17:25:41.192625
252,1801040511928504643,@chelleylange @allinwithchris @RepRaskin @AOC How many illegals are to many?  How many wars should we fund?  Weakness equals world chaos aka the Biden’s administration,@chelleylange @allinwithchris @RepRaskin @AOC How many illegals are to many?  How many wars should we fund?  Weakness equals world chaos aka the Biden’s administration,2024-06-12,reply,en,0,0,0,False,False,chelleylange,[],[],"""{'id': 1765911448738242560, 'id_str': '1765911448738242560', 'url': 'https://twitter.com/fagggs for harris', 'username': 'fagggs for harris', 'rawDescription': 'Follow me for some of the best borrowed content on X thanks to the Dilley meme team. America First Trump Won Trump 24', 'created': datetime.datetime(2024, 3, 8, 1, 24, 52, tzinfo=datetime.timezone.utc), 'followersCount': 388, 'friendsCount': 102, 'statusesCount': 11246, 'favouritesCount': 5742, 'listedCount': 15, 'mediaCount': 1043, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1830382124270022657/2tLD3knI_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/braindeadJoeB/status/1801040511928504643,,2026-02-15 17:25:41.192625
253,1801041608172814392,@loladamwants @LqLana Obama/Biden believes only in power and wealth and has sold out our country! American politicians like Biden are a bain to our country and democracy!,@loladamwants @LqLana Obama/Biden believes only in power and wealth and has sold out our country! American politicians like Biden are a bain to our country and democracy!,2024-06-12,reply,en,0,0,0,False,False,loladamwants,[],[],"""{'id': 1797010951021174784, 'id_str': '1797010951021174784', 'url': 'https://twitter.com/Ron Chapman', 'username': 'Ron Chapman', 'rawDescription': '', 'created': datetime.datetime(2024, 6, 1, 21, 3, 34, tzinfo=datetime.timezone.utc), 'followersCount': 230, 'friendsCount': 273, 'statusesCount': 880, 'favouritesCount': 293, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1797011477775220736/GkRxCVrD_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/rcdwltd1964/status/1801041608172814392,,2026-02-15 17:25:41.192625
254,1801040721383661906,"@catturd2 Holy shit, that's crazy","@catturd2 Holy shit, that's crazy",2024-06-12,reply,en,3,0,0,False,False,catturd2,[],[],"""{'id': 555246918, 'id_str': '555246918', 'url': 'https://twitter.com/Johnnie the ULTRA Nuclear MAGA Patriot 1776', 'username': 'Johnnie the ULTRA Nuclear MAGA Patriot 1776', 'rawDescription': 'Veteran, Love my Country, Liberalism is a mental disorder. Fuck the RINOs.', 'created': datetime.datetime(2012, 4, 16, 14, 28, 58, tzinfo=datetime.timezone.utc), 'followersCount': 381, 'friendsCount': 173, 'statusesCount': 3987, 'favouritesCount': 124921, 'listedCount': 0, 'mediaCount': 27, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1814037274922745857/fmy1Dhru_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/JohnnieW2007/status/1801040721383661906,,2026-02-15 17:25:41.192625
255,1801039158800011391,You know as he was looking at those screens he was thinking about the terrible crowd size at his inauguration and how much better this crowd was than Biden’s inauguration.,You know as he was looking at those screens he was thinking about the terrible crowd size at his inauguration and how much better this crowd was than Biden’s inauguration.,2024-06-12,reply,en,0,0,0,False,True,,[],[],"""{'id': 1268389327, 'id_str': '1268389327', 'url': 'https://twitter.com/Jeanne', 'username': 'Jeanne', 'rawDescription': 'VOTE BLUE for every Democrat on the ballot to save America! VOTE JOE BIDEN FOR PRESIDENT! NO DMs', 'created': datetime.datetime(2013, 3, 15, 0, 35, tzinfo=datetime.timezone.utc), 'followersCount': 4082, 'friendsCount': 6514, 'statusesCount': 66850, 'favouritesCount': 167370, 'listedCount': 7, 'mediaCount': 119, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1355300425684180996/4QR3Muyx_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Mully1897/status/1801039158800011391,,2026-02-15 17:25:41.192625
256,1801039013337305549,@kangaroos991 Biden is a typical Democrat. He loves Black votes but not Black people.,@kangaroos991 Biden is a typical Democrat. He loves Black votes but not Black people.,2024-06-12,reply,en,0,0,0,False,False,kangaroos991,[],[],"""{'id': 1692564755922206720, 'id_str': '1692564755922206720', 'url': 'https://twitter.com/Joe', 'username': 'Joe', 'rawDescription': 'Nobody special. Just an average Joe.', 'created': datetime.datetime(2023, 8, 18, 15, 51, 42, tzinfo=datetime.timezone.utc), 'followersCount': 9, 'friendsCount': 23, 'statusesCount': 311, 'favouritesCount': 177, 'listedCount': 0, 'mediaCount': 1, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1692564939095920640/KHXNF02S_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/AverageJoe67352/status/1801039013337305549,,2026-02-15 17:25:41.192625
257,1801039866911711500,@Oregonian Sounds like the progressive leftists on the school board had it out for this guy as a conservative.,@Oregonian Sounds like the progressive leftists on the school board had it out for this guy as a conservative.,2024-06-12,reply,en,0,0,0,False,False,Oregonian,[],[],"""{'id': 1466120698389274635, 'id_str': '1466120698389274635', 'url': 'https://twitter.com/Sarge', 'username': 'Sarge', 'rawDescription': '', 'created': datetime.datetime(2021, 12, 1, 19, 3, 23, tzinfo=datetime.timezone.utc), 'followersCount': 350, 'friendsCount': 1017, 'statusesCount': 3413, 'favouritesCount': 31694, 'listedCount': 1, 'mediaCount': 135, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1472253883011383296/3emWoefr_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/SgtFoxy5/status/1801039866911711500,,2026-02-15 17:25:41.192625
258,1801039178584432771,"Making likes private does absolutely nothing except PROTECT:

Racist
Bigots
Maga
Hate Mongers 
Derangers 
Clickbait for profit 

…

Is X okay? https://t.co/bXzLCVVnfQ","Making likes private does absolutely nothing except PROTECT:

Racist
Bigots
Maga
Hate Mongers 
Derangers 
Clickbait for profit 

…

Is X okay? https://t.co/bXzLCVVnfQ",2024-06-12,reply,en,1,0,0,False,False,,[],[],"""{'id': 1949227105, 'id_str': '1949227105', 'url': 'https://twitter.com/\ud83d\udcab#HarryAndMeghanLove\ud83d\udcab', 'username': '\ud83d\udcab#HarryAndMeghanLove\ud83d\udcab', 'rawDescription': '#RUOHK\\n#ItsMeghanMarkleBlackness \ud83e\uddd0\\n#Itsherblackness & Prince Harry choice of wife \\n#LetLoveCancelHate\\n#myppov', 'created': datetime.datetime(2013, 10, 9, 12, 40, 24, tzinfo=datetime.timezone.utc), 'followersCount': 6790, 'friendsCount': 5626, 'statusesCount': 87460, 'favouritesCount': 98247, 'listedCount': 38, 'mediaCount': 8385, 'location': 'Worldwide', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1820276188855607296/M7QAg48f_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/MauvCoui/status/1801039178584432771,,2026-02-15 17:25:41.192625
259,1801039740474388656,"#wtpBLUE

https://t.co/QIbVCuAeXH
‘Lying’: MAGA Mike Johnson slammed for latest claim on Trump respecting peaceful transfer of power.","#wtpBLUE

https://t.co/QIbVCuAeXH
‘Lying’: MAGA Mike Johnson slammed for latest claim on Trump respecting peaceful transfer of power.",2024-06-12,reply,en,0,0,0,False,False,,[],[],"""{'id': 176619668, 'id_str': '176619668', 'url': 'https://twitter.com/Resist hateful GOP policies', 'username': 'Resist hateful GOP policies', 'rawDescription': 'I love everyone, but  Resist the GOP politicians and politics. #TheResistance #ProudBlue  #WeAreBlue1 #ImpeachTrump #TrumpRussia #FBR', 'created': datetime.datetime(2010, 8, 10, 0, 43, 41, tzinfo=datetime.timezone.utc), 'followersCount': 25348, 'friendsCount': 23345, 'statusesCount': 392570, 'favouritesCount': 1547, 'listedCount': 180, 'mediaCount': 11139, 'location': 'Philadelphia, Pa.', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/500028991571390465/4mLsCOhk_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/hateGOP/status/1801039740474388656,,2026-02-15 17:25:41.192625
260,1801039681234313658,@TaraBull808 Cocaine hanging out with Hunter Biden,@TaraBull808 Cocaine hanging out with Hunter Biden,2024-06-12,reply,en,0,0,0,False,False,TaraBull808,[],[],"""{'id': 1687521638802477057, 'id_str': '1687521638802477057', 'url': 'https://twitter.com/Chad Harris', 'username': 'Chad Harris', 'rawDescription': 'Independent conservative free thinking man. ULTRA MEGA MAGA. #TRUMP2024', 'created': datetime.datetime(2023, 8, 4, 17, 51, 43, tzinfo=datetime.timezone.utc), 'followersCount': 4946, 'friendsCount': 6305, 'statusesCount': 13776, 'favouritesCount': 17892, 'listedCount': 1, 'mediaCount': 1108, 'location': 'Utah, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1695228490864545796/rPqsXy_1_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/ChadHarris1975/status/1801039681234313658,,2026-02-15 17:25:41.192625
261,1801040241140400314,@acnewsitics Get This Through Your Heads Trump Is A Sex Offender Biden Took Showers With His Daughter Sex Offender..Trump Kept Top Secret Docs So Did Biden They Crooks.. Both Major Parties Have Accepted That These Two Are The Best We Have..Let That Sink In People..,@acnewsitics Get This Through Your Heads Trump Is A Sex Offender Biden Took Showers With His Daughter Sex Offender..Trump Kept Top Secret Docs So Did Biden They Crooks.. Both Major Parties Have Accepted That These Two Are The Best We Have..Let That Sink In People..,2024-06-12,reply,en,1,0,0,False,False,acnewsitics,[],[],"""{'id': 22059662, 'id_str': '22059662', 'url': 'https://twitter.com/David Shifflett', 'username': 'David Shifflett', 'rawDescription': '', 'created': datetime.datetime(2009, 2, 26, 20, 49, 14, tzinfo=datetime.timezone.utc), 'followersCount': 432, 'friendsCount': 439, 'statusesCount': 3574, 'favouritesCount': 1456, 'listedCount': 0, 'mediaCount': 217, 'location': 'Boise Idaho', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/87548527/Family_vacation_part1_006_normal.JPG', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Sparky1959/status/1801040241140400314,,2026-02-15 17:25:41.192625
262,1801040137645707320,@JoeConchaTV Okay.... https://t.co/VPQSvJHY4L,@JoeConchaTV Okay.... https://t.co/VPQSvJHY4L,2024-06-12,reply,en,0,0,0,False,False,JoeConchaTV,[],[],"""{'id': 849004381055975424, 'id_str': '849004381055975424', 'url': 'https://twitter.com/Conservative Candor', 'username': 'Conservative Candor', 'rawDescription': '', 'created': datetime.datetime(2017, 4, 3, 21, 3, 13, tzinfo=datetime.timezone.utc), 'followersCount': 1179, 'friendsCount': 46, 'statusesCount': 25535, 'favouritesCount': 37026, 'listedCount': 4, 'mediaCount': 18258, 'location': 'Honesty & Truth from Texas', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/849446821164445696/F8vW2doQ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/RepublicanGold/status/1801040137645707320,,2026-02-15 17:25:41.192625
263,1801041605501296794,@LaneA6122 I like progressive sniffing more,@LaneA6122 I like progressive sniffing more,2024-06-12,reply,en,5,0,1,False,False,LaneA6122,[],[],"""{'id': 1679700955057594368, 'id_str': '1679700955057594368', 'url': 'https://twitter.com/Joe Biden (Parody)', 'username': 'Joe Biden (Parody)', 'rawDescription': 'Sniffer In Chief / Owner of Ukraine / Hair Connoisseur / Not your average Joe. parody', 'created': datetime.datetime(2023, 7, 14, 3, 54, 53, tzinfo=datetime.timezone.utc), 'followersCount': 14887, 'friendsCount': 303, 'statusesCount': 22257, 'favouritesCount': 38508, 'listedCount': 10, 'mediaCount': 1067, 'location': 'My basement (I think?)', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1680778972106305540/XD_STZJZ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/JoeBidenSniff/status/1801041605501296794,,2026-02-15 17:25:41.192625
264,1801040736911049214,@julie_kelly2 That's because Trump id a Fucking Traitor and Joe Biden knows it!,@julie_kelly2 That's because Trump id a Fucking Traitor and Joe Biden knows it!,2024-06-12,reply,en,0,0,0,False,False,julie_kelly2,[],[],"""{'id': 1718017142358970368, 'id_str': '1718017142358970368', 'url': 'https://twitter.com/Jim_Jim Proud AF Liberal\ud83d\udc99\ud83c\udf0a', 'username': 'Jim_Jim Proud AF Liberal\ud83d\udc99\ud83c\udf0a', 'rawDescription': \""Harris/Walz 2024\ud83c\udf0a-Palmer Report Reader 100% Democrat, \ud83d\udeabExtreme Anti-MAGA \ud83d\udeabNO DMs!! MAGA's BLOCKED, #Harris2024 @GOP \ud83d\ude0d Putin. \u2744\ufe0fMAGA's Suck Trump ASS   FDJT!\"", 'created': datetime.datetime(2023, 10, 27, 21, 29, 52, tzinfo=datetime.timezone.utc), 'followersCount': 4288, 'friendsCount': 4288, 'statusesCount': 54680, 'favouritesCount': 46779, 'listedCount': 1, 'mediaCount': 7350, 'location': 'New Castle IN', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1823187723047297024/dYqJEesy_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/Jim_JimP1959/status/1801040736911049214,,2026-02-15 17:25:41.192625
265,1801041203430851009,@Breaking911 I heard there was no nuclear subs coming…https://t.co/QuPt60hVFP,@Breaking911 I heard there was no nuclear subs coming…https://t.co/QuPt60hVFP,2024-06-12,reply,en,8,1,2,False,True,Breaking911,[],[],"""{'id': 390127278, 'id_str': '390127278', 'url': 'https://twitter.com/JKash \ud83c\udf4aMAGA Queen', 'username': 'JKash \ud83c\udf4aMAGA Queen', 'rawDescription': 'Former actuary, at-home mom, wife, math tutor, kickboxer, joined to follow PDJT, love learning about US gov/world, always searching for truth.', 'created': datetime.datetime(2011, 10, 13, 14, 12, 53, tzinfo=datetime.timezone.utc), 'followersCount': 124239, 'friendsCount': 51004, 'statusesCount': 262668, 'favouritesCount': 921699, 'listedCount': 85, 'mediaCount': 16360, 'location': 'East Coast', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1784620849946845184/ggbgng92_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/JKash000/status/1801041203430851009,,2026-02-15 17:25:41.192625
266,1801039648174600546,"@RepDaveJoyce refusing to vote to hold Garland in contempt shows rare character and a commitment to preserving the integrity of the justice system. Ultimately, though, however the GOP may use it, don't the people of the US have a right to hear the tape and judge it themselves?","@RepDaveJoyce refusing to vote to hold Garland in contempt shows rare character and a commitment to preserving the integrity of the justice system. Ultimately, though, however the GOP may use it, don't the people of the US have a right to hear the tape and judge it themselves?",2024-06-12,reply,en,0,0,0,False,False,RepDaveJoyce,[],[],"""{'id': 1516834248661086209, 'id_str': '1516834248661086209', 'url': 'https://twitter.com/katz2022', 'username': 'katz2022', 'rawDescription': 'Really enjoy  communicating with other courteous and thoughtful folks on the big (and small) issues of the day. No cowardly blocking based on disagreement.', 'created': datetime.datetime(2022, 4, 20, 17, 40, 52, tzinfo=datetime.timezone.utc), 'followersCount': 133, 'friendsCount': 70, 'statusesCount': 12958, 'favouritesCount': 901, 'listedCount': 3, 'mediaCount': 63, 'location': 'The World', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/katz_2022/status/1801039648174600546,,2026-02-15 17:25:41.192625
267,1801039300949073971,"🤣😂🤣😂🤣😂🤣

Clarence Thomas is 10 times the man Joe Biden is…","🤣😂🤣😂🤣😂🤣

Clarence Thomas is 10 times the man Joe Biden is…",2024-06-12,reply,en,13,0,3,False,True,,[],[],"""{'id': 1514966594006388737, 'id_str': '1514966594006388737', 'url': 'https://twitter.com/Googalathu Malungu', 'username': 'Googalathu Malungu', 'rawDescription': '\u2018FOLLOW\u2019 THE RULES - I share interesting stuff - Oh golly\u2026 \ud83e\udd1f\ud83d\udd2e\ud83d\udd25', 'created': datetime.datetime(2022, 4, 15, 13, 59, 31, tzinfo=datetime.timezone.utc), 'followersCount': 1237, 'friendsCount': 355, 'statusesCount': 78674, 'favouritesCount': 106096, 'listedCount': 5, 'mediaCount': 6923, 'location': 'In-laws backyard', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1783120722438639616/2ORfjjEG_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/googalathu1/status/1801039300949073971,,2026-02-15 17:25:41.192625
268,1801039196980760963,@DonaldJTrumpJr Maybe your head was down doing lines.,@DonaldJTrumpJr Maybe your head was down doing lines.,2024-06-12,reply,en,0,0,0,False,False,DonaldJTrumpJr,[],[],"""{'id': 921922717, 'id_str': '921922717', 'url': 'https://twitter.com/GOPSux', 'username': 'GOPSux', 'rawDescription': 'Dadicated to my son. Married my soul mate. POTUS Biden saved America. Dog rescuer. Adopt don\u2019t buy. VOTE BLUE NO MATTER WHO \ud83c\udff3\ufe0f\\u200d\ud83c\udf08\ud83c\uddfa\ud83c\udde6\ud83c\uddfa\ud83c\uddf8NO DM 14th DJT', 'created': datetime.datetime(2012, 11, 2, 22, 29, 46, tzinfo=datetime.timezone.utc), 'followersCount': 21039, 'friendsCount': 18530, 'statusesCount': 143747, 'favouritesCount': 15781, 'listedCount': 55, 'mediaCount': 1388, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1303812510559211521/Z7bnSpVg_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/GOPNoMor/status/1801039196980760963,,2026-02-15 17:25:41.192625
269,1801039071118016992,"@JusticeWar98619 @therealZNO @BidenHQ Currently, under Biden, the total nonfarm payroll is at 158.54M. In Jan. 2017, before Trump took office, that no. was 145.6M. In Trump's first 30 months before Covid, it climbed to 150.8M, and Trump left that no. in a deficit at 143M in Jan. 2021.
So, whatever way we look ..(1)","@JusticeWar98619 @therealZNO @BidenHQ Currently, under Biden, the total nonfarm payroll is at 158.54M. In Jan. 2017, before Trump took office, that no. was 145.6M. In Trump's first 30 months before Covid, it climbed to 150.8M, and Trump left that no. in a deficit at 143M in Jan. 2021.
So, whatever way we look ..(1)",2024-06-12,reply,en,0,0,3,False,False,JusticeWar98619,[],[],"""{'id': 407557065, 'id_str': '407557065', 'url': 'https://twitter.com/Dudu_Dada', 'username': 'Dudu_Dada', 'rawDescription': '', 'created': datetime.datetime(2011, 11, 8, 7, 8, 24, tzinfo=datetime.timezone.utc), 'followersCount': 31, 'friendsCount': 166, 'statusesCount': 2733, 'favouritesCount': 70, 'listedCount': 0, 'mediaCount': 23, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1006249867390476290/Cv1r9Tkq_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/SaykonK/status/1801039071118016992,,2026-02-15 17:25:41.192625
270,1801041293855838221,@RonFilipkowski Someone needs to remind her that Biden is not Trump. Which is why he'll be elected President once again in November!,@RonFilipkowski Someone needs to remind her that Biden is not Trump. Which is why he'll be elected President once again in November!,2024-06-12,reply,en,0,0,0,False,False,RonFilipkowski,[],[],"""{'id': 862856408160665602, 'id_str': '862856408160665602', 'url': 'https://twitter.com/izzy1716', 'username': 'izzy1716', 'rawDescription': \""NO DM'S means NO DM'S! NO PORN means NO PORN!  Lifelong Dem who loves diversity.  Retired Bank Manager.  \ud83c\udf08\ud83c\udf0a\ud83c\udf0a\ud83c\udf0a I am fully behind HARRIS/WALZ2024\"", 'created': datetime.datetime(2017, 5, 12, 2, 26, 13, tzinfo=datetime.timezone.utc), 'followersCount': 1976, 'friendsCount': 2410, 'statusesCount': 5948, 'favouritesCount': 7857, 'listedCount': 0, 'mediaCount': 59, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1779980324895920128/lSvakO3G_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/izzy1716/status/1801041293855838221,,2026-02-15 17:25:41.192625
271,1801039865309512125,@harryjsisson Biden is a fucking criminal and a pedophile.,@harryjsisson Biden is a fucking criminal and a pedophile.,2024-06-12,reply,en,0,0,0,False,False,harryjsisson,[],[],"""{'id': 1659706449084272650, 'id_str': '1659706449084272650', 'url': 'https://twitter.com/Shaemus', 'username': 'Shaemus', 'rawDescription': '', 'created': datetime.datetime(2023, 5, 19, 23, 50, 17, tzinfo=datetime.timezone.utc), 'followersCount': 73, 'friendsCount': 125, 'statusesCount': 441, 'favouritesCount': 30, 'listedCount': 0, 'mediaCount': 4, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/shaemus816/status/1801039865309512125,,2026-02-15 17:25:41.192625
272,1801040756414534127,@thewriterme @MAGA__Patriot I agree!! Who decides this nonsense?????,@thewriterme @MAGA__Patriot I agree!! Who decides this nonsense?????,2024-06-12,reply,en,2,0,0,False,False,thewriterme,[],[],"""{'id': 1709162575902932993, 'id_str': '1709162575902932993', 'url': 'https://twitter.com/NJ Trump lover', 'username': 'NJ Trump lover', 'rawDescription': 'Grandma , small businesses owner, super MAGA, supports the military, the police, Trump and only Trump!', 'created': datetime.datetime(2023, 10, 3, 11, 5, 13, tzinfo=datetime.timezone.utc), 'followersCount': 1643, 'friendsCount': 1648, 'statusesCount': 45184, 'favouritesCount': 36899, 'listedCount': 1, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1709162909408870400/R5X8hMYw_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/HeardVicto78314/status/1801040756414534127,,2026-02-15 17:25:41.192625
273,1801039578477817932,@Morning_Joe @JoeNBC You’re right; he should be talking about the millions the Biden’s made from influence peddling. 10% for the “Big Guy”.,@Morning_Joe @JoeNBC You’re right; he should be talking about the millions the Biden’s made from influence peddling. 10% for the “Big Guy”.,2024-06-12,reply,en,0,0,0,False,False,Morning_Joe,[],[],"""{'id': 1923654524, 'id_str': '1923654524', 'url': 'https://twitter.com/Mark Conway', 'username': 'Mark Conway', 'rawDescription': \""English teacher and girls' basketball coach at Liberty High School\"", 'created': datetime.datetime(2013, 10, 1, 14, 37, 10, tzinfo=datetime.timezone.utc), 'followersCount': 8, 'friendsCount': 68, 'statusesCount': 104, 'favouritesCount': 145, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}""",,https://twitter.com/MarkCon25795139/status/1801039578477817932,,2026-02-15 17:25:41.192625
