row_id,text,hashtags,post_type,like_count,date
1,🎃 “Hocus POTUS! Trump is my BOO! 🧙‍♀️ Let’s make some magic happen this weekend and head to the polls on November 5th! #Trump2024 #TrumpForce47 #VoteRed #MAGA #SpookySeason #FinalCountdown #SwampTheVote https://t.co/nJMFmUQJZc,"""[{'indices': [119, 129], 'text': 'Trump2024'}, {'indices': [130, 143], 'text': 'TrumpForce47'}, {'indices': [144, 152], 'text': 'VoteRed'}, {'indices': [153, 158], 'text': 'MAGA'}, {'indices': [159, 172], 'text': 'SpookySeason'}, {'indices': [173, 188], 'text': 'FinalCountdown'}, {'indices': [189, 202], 'text': 'SwampTheVote'}]""",tweet,9,2024-10-31
2,"🚨 #BREAKING: AP has CONFIRMED the White House ILLEGALLY ALTERED the transcript of Joe Biden calling Trump supports “garbage”

This is a BLATANT violation of the Presidential Records Act, and WH press officials MUST BE PROSECUTED.

DO NOT LET THEM GET AWAY WITH THIS! https://t.co/0EisKXVvUc","""[{'indices': [2, 11], 'text': 'BREAKING'}]""",tweet,73630,2024-11-01
3,"MAKE AMERICA GREAT AGAIN! https://t.co/czQRkZmr59 
#FightForAmerica https://t.co/KT1SzCpQpt","""[{'indices': [51, 67], 'text': 'FightForAmerica'}]""",tweet,115972,2024-11-04
4,"Bought a home in Pennsylvania just to vote for Donald Trump. 

I’m settling down &amp; making this my home. 

Here to stay. 
#ElectionDay https://t.co/J2GuHacyY0","""[{'indices': [125, 137], 'text': 'ElectionDay'}]""",tweet,223755,2024-11-05
5,"🚨🇺🇸$100,000 GIVEAWAY

I've done the unthinkable: I placed a $200,000 bet on Trump.

I get $324,000 if he wins.

I'll give away $100,000 on X. I'll pick two winners, $50,000 to two people.

Comment below. This is the biggest giveaway I've ever done.

#Trump2024 #ElectionDay https://t.co/hEvA7hhWfY","""[{'indices': [250, 260], 'text': 'Trump2024'}, {'indices': [261, 273], 'text': 'ElectionDay'}]""",tweet,6806,2024-11-05
6,"BREAKING: Fed Chair Jerome Powell just made it clear—if Trump tries to fire him, he legally can’t.
what is your reaction to this? 
 #FEDpolicy #Trump2024 #finance https://t.co/WNgDEZSnlB","""[{'indices': [132, 142], 'text': 'FEDpolicy'}, {'indices': [143, 153], 'text': 'Trump2024'}, {'indices': [154, 162], 'text': 'finance'}]""",tweet,11,2024-11-08
7,"If Donald Trump win this Election I will Donate 10000$ to everyone who Retweet &amp; like this Post 

#USElections2024 
#electionday2024 
#USPresidentialElection2024 
#ElonMusk 
#Trump2024 https://t.co/EEHciVA60g","""[{'indices': [102, 118], 'text': 'USElections2024'}, {'indices': [120, 136], 'text': 'electionday2024'}, {'indices': [138, 165], 'text': 'USPresidentialElection2024'}, {'indices': [167, 176], 'text': 'ElonMusk'}, {'indices': [178, 188], 'text': 'Trump2024'}]""",tweet,107,2024-11-05
8,"JUST IN: 🇺🇸 Pro #Bitcoin President Donald Trump says ""we're going to be paying down debt, we're going to be reducing taxes."" https://t.co/OnfwHDY7UO","""[{'indices': [16, 24], 'text': 'Bitcoin'}]""",tweet,4922,2024-11-06
9,"🇺🇸 Donald Trump: ""Never sell your #Bitcoin"" ✊

 https://t.co/KbFAm4VDJC","""[{'indices': [34, 42], 'text': 'Bitcoin'}]""",tweet,9167,2024-11-03
10,"Exactly @EricTrump- your father’s stamina is unmatched. We MUST VOTE @realDonaldTrump to MAGA! #Trump2024NowMorethanEver 
 https://t.co/NVlRRDR3Sa","""[{'indices': [95, 120], 'text': 'Trump2024NowMorethanEver'}]""",tweet,251,2024-11-03
11,Like if you want to thank Donald Trump for this #Bitcoin pump.👇 https://t.co/MxotspmEBB,"""[{'indices': [48, 56], 'text': 'Bitcoin'}]""",tweet,2624,2024-11-10
12,"Congratulations Donald Trump 🇺🇸

I am sending $100 to 10 people to celebrate 

Just like, retweet and be following me 

Random winners picked in 24 hours 

#Trump #Election2024","""[{'indices': [156, 162], 'text': 'Trump'}, {'indices': [163, 176], 'text': 'Election2024'}]""",tweet,1258,2024-11-06
13,Follow @kath38935 🇺🇸 #MAGA https://t.co/KuS7wEjzvu,"""[{'indices': [21, 26], 'text': 'MAGA'}]""",tweet,18,2024-11-08
14,"Despite the loss on Tuesday, my fellow Georgia Democrats and I are organizing and ready to stymie Donald Trump and JD Vance’s far-right, inflationary agenda and elect Democrats up and down the ballot. Because when we fight, we win! #gapol https://t.co/5MTJ2iGWkh","""[{'indices': [232, 238], 'text': 'gapol'}]""",tweet,28,2024-11-08
15,"Keep the patriots coming!!!!
#MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/IWu0cggZ1D","""[{'indices': [29, 34], 'text': 'MAGA'}]""",tweet,7,2024-11-03
16,"Newly-elected MAGA Senator says the quiet part out loud: “trump knew he was going to win on election day, he’s known it for a long time.” #TrumpCheated https://t.co/odOcWf87XR","""[{'indices': [138, 151], 'text': 'TrumpCheated'}]""",tweet,17891,2024-11-08
17,“I just voted. I chose family. I chose women. I chose America!” 🇺🇸🌊👊💙🥹#Vote #VoteForKamala #USDemocracy #TryNotToCry https://t.co/gtV4brzgKU,"""[{'indices': [70, 75], 'text': 'Vote'}, {'indices': [76, 90], 'text': 'VoteForKamala'}, {'indices': [91, 103], 'text': 'USDemocracy'}, {'indices': [104, 116], 'text': 'TryNotToCry'}]""",tweet,12490,2024-11-05
18,"MSM everyday

Check out Comedy special's video! #TikTok https://t.co/J4Ds0eR9Na","""[{'indices': [48, 55], 'text': 'TikTok'}]""",tweet,0,2024-11-02
19,"Hey America,
After Kamala Harris becomes the 47th President in a landslide victory, can you please pass a fucking law to ensure that a felonious, treasonous, vile piece of human garbage like Donald Trump can never become president again?
Thanks!
 #HarrisWalz2024InALandslide","""[{'indices': [247, 274], 'text': 'HarrisWalz2024InALandslide'}]""",tweet,7151,2024-11-03
20,"If Donald Trump win this Election I will Donate 10$ to everyone who Retweet &amp; like this Post ✨🎉

#USElections2024 
#Electionday
#USElections2024 https://t.co/bBxjG7Noug","""[{'indices': [101, 117], 'text': 'USElections2024'}, {'indices': [119, 131], 'text': 'Electionday'}, {'indices': [132, 148], 'text': 'USElections2024'}]""",tweet,3,2024-11-05
21,"🌹NAT’L VOTER GUIDE👇🏻

VOTE 🗳️ NOW‼️🎉
VOTE 🗳️ #TRUMP47 ♥️
VOTE 🗳️ ALL 🔴 RED🇺🇸

Party of SUSTAINABILITY,
HARRIS-BIDEN destroyed America, USD &amp; Economy
Debt Interest Unsustainable!
America about to Crumble‼️

#TRUMP47SaveAmerica

💣U.S. Nat’l Debt Clock:😱 https://t.co/8cZ328ity5","""[{'indices': [45, 53], 'text': 'TRUMP47'}, {'indices': [210, 229], 'text': 'TRUMP47SaveAmerica'}]""",tweet,29,2024-11-02
22,Like if you believe #Dogecoin can hit $1 before the end of President Donald Trump term! $DOGE 🤝 $1 🚀💎 https://t.co/J0ezZmxVTi,"""[{'indices': [20, 29], 'text': 'Dogecoin'}]""",tweet,1227,2024-11-06
23,"Rest in Peace Peanut
#MAGA","""[{'indices': [21, 26], 'text': 'MAGA'}]""",tweet,1,2024-11-03
24,"Dr Jeremy Sherman has a word (several) for #Maga/#MapleMaga. 

You’re all suckers. 

Watch this…

https://t.co/8R8uRen1M3","""[{'indices': [43, 48], 'text': 'Maga'}, {'indices': [49, 59], 'text': 'MapleMaga'}]""",tweet,1099,2024-11-03
25,STAY IN LINE!!! #TRUMP2024,"""[{'indices': [16, 26], 'text': 'TRUMP2024'}]""",tweet,15719,2024-11-05
26,"Welcome to the Red Kingdom! 🔥
We, the people, have spoken! 🇺🇸
#MAGA https://t.co/9Lpd1buSUx","""[{'indices': [62, 67], 'text': 'MAGA'}]""",tweet,15927,2024-11-06
27,Thank fuck someone picked this up. Why won’t anyone else? Retribution from a future president I’m guessing. What the fuck is going to take to wake #maga up?,"""[{'indices': [147, 152], 'text': 'maga'}]""",quote,4,2024-11-02
28,"🚨 Just in: What to expect from Trump’s second term: more erratic, darker, and more dangerous

In which I invited nuclear policy experts to predict the unpredictable.

In @BulletinAtomic 

https://t.co/s3PWN0eZ9d

#nuclearrisk #Trump2024 #Project2025","""[{'indices': [213, 225], 'text': 'nuclearrisk'}, {'indices': [226, 236], 'text': 'Trump2024'}, {'indices': [237, 249], 'text': 'Project2025'}]""",tweet,16,2024-11-08
29,The illegal immigration chart that saved a nation. #MAGA https://t.co/fKt8aXBsJD,"""[{'indices': [51, 56], 'text': 'MAGA'}]""",tweet,2,2024-11-08
30,"She's from Belgium
This time the loacation for our interviews was The Millennium Bridge. #presidenttrump #politics #paulgolding #maga #gerardbatten #truth #freetommy #kag #racism #freeinfowars #thebrexitparty #davidkurten #farright https://t.co/nFZsGLUFG6","""[{'indices': [89, 104], 'text': 'presidenttrump'}, {'indices': [105, 114], 'text': 'politics'}, {'indices': [115, 127], 'text': 'paulgolding'}, {'indices': [128, 133], 'text': 'maga'}, {'indices': [134, 147], 'text': 'gerardbatten'}, {'indices': [148, 154], 'text': 'truth'}, {'indices': [155, 165], 'text': 'freetommy'}, {'indices': [166, 170], 'text': 'kag'}, {'indices': [171, 178], 'text': 'racism'}, {'indices': [179, 192], 'text': 'freeinfowars'}, {'indices': [193, 208], 'text': 'thebrexitparty'}, {'indices': [209, 221], 'text': 'davidkurten'}, {'indices': [222, 231], 'text': 'farright'}]""",tweet,1,2024-11-03
31,No better choice 🇺🇸🇺🇸🇺🇸 #Trump2024 https://t.co/XqvJaT7eHT,"""[{'indices': [24, 34], 'text': 'Trump2024'}]""",tweet,137290,2024-11-05
32,"Elon has officially changed the like icon to promote Donald Trump for the upcoming elections! If you support this, like and retweet to show where you stand!

#Election2024 #Trump #Kamala #FightForAmerica #ElectionDay #USElection2024 #USAElection2024 #ElonMusk2024 #KamalaHarris https://t.co/6cNOj1tqSi","""[{'indices': [158, 171], 'text': 'Election2024'}, {'indices': [172, 178], 'text': 'Trump'}, {'indices': [179, 186], 'text': 'Kamala'}, {'indices': [187, 203], 'text': 'FightForAmerica'}, {'indices': [204, 216], 'text': 'ElectionDay'}, {'indices': [217, 232], 'text': 'USElection2024'}, {'indices': [233, 249], 'text': 'USAElection2024'}, {'indices': [250, 263], 'text': 'ElonMusk2024'}, {'indices': [264, 277], 'text': 'KamalaHarris'}]""",tweet,54,2024-11-05
33,"Amish are out voting for Trump in Pennsylvania and North Carolina!!!

Amish for Trump! 🇺🇸 LFG🔥🔥🔥 Go Vote!!!

#ElectionDay #Election2024 #Trump2024 #RedWave2024 #RedWave #Vote2024 https://t.co/BBW3jMXUVS","""[{'indices': [109, 121], 'text': 'ElectionDay'}, {'indices': [122, 135], 'text': 'Election2024'}, {'indices': [136, 146], 'text': 'Trump2024'}, {'indices': [147, 159], 'text': 'RedWave2024'}, {'indices': [160, 168], 'text': 'RedWave'}, {'indices': [169, 178], 'text': 'Vote2024'}]""",tweet,13298,2024-11-05
34,"A message for the gays 💕

No Trump is not “anti-gay”, but more importantly: THIS DOESN’T MATTER and here’s why. 🇺🇸

#VOTE #MAGA #Trump #Trump2024 #homocon #gayrepublican #WalkAway #usa #VoteTrump https://t.co/yXYlrn7RUg","""[{'indices': [116, 121], 'text': 'VOTE'}, {'indices': [122, 127], 'text': 'MAGA'}, {'indices': [128, 134], 'text': 'Trump'}, {'indices': [135, 145], 'text': 'Trump2024'}, {'indices': [146, 154], 'text': 'homocon'}, {'indices': [155, 169], 'text': 'gayrepublican'}, {'indices': [170, 179], 'text': 'WalkAway'}, {'indices': [180, 184], 'text': 'usa'}, {'indices': [185, 195], 'text': 'VoteTrump'}]""",tweet,4369,2024-11-03
35,"Has started👀

🇨🇳Chinese media claims Donald Trump aims to position the US as the world’s crypto powerhouse and create a strategic #Bitcoin reserve. https://t.co/0UrSqbm8LK","""[{'indices': [130, 138], 'text': 'Bitcoin'}]""",tweet,271,2024-11-08
36,"🇺🇸 Donald Trump: ""Never sell your #Bitcoin"" ✊

 https://t.co/KbFAm4VDJC","""[{'indices': [34, 42], 'text': 'Bitcoin'}]""",tweet,9195,2024-11-03
37,"The Conservative Leader continues to invent nonsensical excuses as to why he refuses to get his top-secret security clearance to combat foreign interference.

Poilievre cannot be trusted.

Watch as I question the Minister of Public Safety today👇🏻 #cdnpoli #WiggleWormPierre https://t.co/H9yU75Dx33","""[{'indices': [247, 255], 'text': 'cdnpoli'}, {'indices': [256, 273], 'text': 'WiggleWormPierre'}]""",tweet,2396,2024-11-08
38,I'M DEAD 🤣🤣🤣🤣 ##JamminLu #Trump #MAGA #B4 #4B https://t.co/58oMU62ZXe,"""[{'indices': [15, 24], 'text': 'JamminLu'}, {'indices': [25, 31], 'text': 'Trump'}, {'indices': [32, 37], 'text': 'MAGA'}, {'indices': [38, 41], 'text': 'B4'}, {'indices': [42, 45], 'text': '4B'}]""",tweet,2685,2024-11-08
39,I made something ... @TheLasso0fTruth @Vinnieart @GPC_WarPig @AngelousDraven @mon0tonyy @basurablanco1 @forgotten1music @InfinitaleComic #Trump #Trump2024 #Memes https://t.co/WfP7wX7hii,"""[{'indices': [137, 143], 'text': 'Trump'}, {'indices': [144, 154], 'text': 'Trump2024'}, {'indices': [155, 161], 'text': 'Memes'}]""",tweet,15,2024-11-08
40,"With Donald Trump back in office, we can now focus on God, our country, &amp; each other—not they/them pronouns, billions for Ukraine, &amp; endless woke agendas.

LIFE IS GOOD #MAGA #FreeSpeech #Sigma","""[{'indices': [177, 182], 'text': 'MAGA'}, {'indices': [183, 194], 'text': 'FreeSpeech'}, {'indices': [195, 201], 'text': 'Sigma'}]""",tweet,553,2024-11-09
41,"🚨ELECTION DAY WATCH PARTY!
TUESDAY, November 5th @ 7pm.
GOP Headquarters 
115 N. Chestnut 
(East of Greene County Courthouse)
*Bring your own refreshments.
🦁/🐘 #MAGA 🇺🇲 https://t.co/rGJT29LeZF","""[{'indices': [160, 165], 'text': 'MAGA'}]""",tweet,1,2024-11-03
42,"Congratulations Donald Trump 🇺🇸

I am sending $100 to 10 people to celebrate 

Just like, retweet and be following me 

Random winners picked in 24 hours 

#Trump #Election2024","""[{'indices': [156, 162], 'text': 'Trump'}, {'indices': [163, 176], 'text': 'Election2024'}]""",tweet,1250,2024-11-06
43,"I love the thought process‼️🥰😬

#Trump2024 https://t.co/rGNwtG2xIU","""[{'indices': [32, 42], 'text': 'Trump2024'}]""",tweet,10427,2024-11-04
44,MAGA IS ALIVE AND WELL IN HAPPY VALLEY 🇺🇸 #weare https://t.co/sdXjSI5baz,"""[{'indices': [42, 48], 'text': 'weare'}]""",tweet,6865,2024-11-02
45,"""HOLY MOLY"" Trump’s Lawyer, Mike Davis, just shut Letitia James down!
Big Tish “We will put your Fat-Azz in prison”
#DiamondandSilk
#Trump2024 https://t.co/bxN9d6mLOd","""[{'indices': [116, 131], 'text': 'DiamondandSilk'}, {'indices': [132, 142], 'text': 'Trump2024'}]""",tweet,7193,2024-11-08
46,"@maddenifico Well, she’s a liberal white woman so she feels she owns black people and knows what best for them. #Racism #LiberalWhiteWomen","""[{'indices': [112, 119], 'text': 'Racism'}, {'indices': [120, 138], 'text': 'LiberalWhiteWomen'}]""",reply,30,2024-11-08
47,"#DonaldTrump promises to ban gender-affirming care for minors in all 50 states, says the US government will only recognize male and female as genders https://t.co/siaCAXTLgZ https://t.co/CGVnEG7Y2J","""[{'indices': [0, 12], 'text': 'DonaldTrump'}]""",tweet,101477,2024-11-08
48,"Of course it’s up to Americans and Americans only to decide who their next President will be. And I am not an American. 

But if I were an American I would definitely vote for President Trump today. 

Good luck Mr President! 💪

#Trump2024 https://t.co/dpxkzeXaox","""[{'indices': [228, 238], 'text': 'Trump2024'}]""",tweet,5989,2024-11-05
49,No better choice 🇺🇸🇺🇸🇺🇸 #Trump2024 https://t.co/XqvJaT7eHT,"""[{'indices': [24, 34], 'text': 'Trump2024'}]""",tweet,48472,2024-11-05
50,"TRUMP IS 100% RIGHT! Enough of the warhawks stripping you of your rights to freedom for their own neocon gain. The era of warmongering is over, the era of peace and prosperity will soon begin! #Trump2024 #MAGA #Patriot
https://t.co/nJ9VzUW1jt","""[{'indices': [193, 203], 'text': 'Trump2024'}, {'indices': [204, 209], 'text': 'MAGA'}, {'indices': [210, 218], 'text': 'Patriot'}]""",tweet,1,2024-11-02
51,"#POWERFUL: Donald Trump makes his first public statement about Justin Trudeau as President Elect...

The Liberal govt is finished! 🤣🤣 https://t.co/23P5BYkBgo","""[{'indices': [0, 9], 'text': 'POWERFUL'}]""",tweet,2966,2024-11-08
52,Imagine if a UK Labour figure backed a foreign politician who was a convicted felon and sexual predator. I imagine that #r4today presenters would be rightly outraged. However when Mr Farage does just that in the US elections there is virtual silence on the matter.,"""[{'indices': [120, 128], 'text': 'r4today'}]""",tweet,18,2024-11-05
53,"JUST IN: Eric Trump made one of the most moving speeches at President Trumps rally 

Trump and his family was on stage at 2am fighting to save this country!

2AM! While Kamala was sleep! 

#Election2024 #Trump2024 

-@EricTrump @realDonaldTrump 
 https://t.co/AHeTQPg4jx","""[{'indices': [189, 202], 'text': 'Election2024'}, {'indices': [203, 213], 'text': 'Trump2024'}]""",tweet,62820,2024-11-05
54,"🇺🇸 Donald Trump: ""Never sell your #Bitcoin"" ✊

 https://t.co/KbFAm4VDJC","""[{'indices': [34, 42], 'text': 'Bitcoin'}]""",tweet,8929,2024-11-03
55,"They’re insane.

Do you recognize this woman?

Her name is Marcia. 

She’s was sitting outside my favorite coffee shop in McLean, VA today.

When she saw my red MAGA hat, she lost it.

Thank you Marcia for getting my former Boss re-elected. 

#RememberJocelynNungaray https://t.co/EJAMFpuc9t","""[{'indices': [243, 267], 'text': 'RememberJocelynNungaray'}]""",tweet,58906,2024-11-09
56,"Puerto Ricans deserve better than Donald Trump.

Vice President Harris will fight for Puerto Ricans and their families.

#YesWeKam https://t.co/QG2ZHyVWLD","""[{'indices': [121, 130], 'text': 'YesWeKam'}]""",tweet,0,2024-11-03
57,"Today is #USElection2024 🇺🇸

If Donald Trump wins the election, I'll be giving away $10k to 10 random people who like and repost this 💰

Good luck! 💪 https://t.co/NuYDTfsTGD","""[{'indices': [9, 24], 'text': 'USElection2024'}]""",tweet,1034,2024-11-05
58,"IF DONALD TRUMP WINS!

I will change someone's life sending 100 $SOL (~$16300) 🫰

Just like, retweet and comment 'done'. 
Random winner in 24hrs. 

#BTC  #TRUMP #HARRIS https://t.co/S91fAAfwRw","""[{'indices': [148, 152], 'text': 'BTC'}, {'indices': [154, 160], 'text': 'TRUMP'}, {'indices': [161, 168], 'text': 'HARRIS'}]""",tweet,35460,2024-11-05
59,"#NeverGiveUp 
#ResistanceUnited ✊🏽 
Heres some memes help yourself 
I follow back  
I  🚫 all conservative christains 
 russian bots and Fake accounts 
That includes a proudboys &amp; MAGA 🤨 https://t.co/J4eaeojYX3","""[{'indices': [0, 12], 'text': 'NeverGiveUp'}, {'indices': [14, 31], 'text': 'ResistanceUnited'}]""",tweet,4,2024-11-08
60,"🌞 GM! Is this you when you wake up in a soaring #cryptomarket &amp; check your #OlaAirdrop? 

📝 Just a reminder: the First Ola Community Airdrop registration is ongoing https://t.co/zOzdfjeLVF—let’s dance our way to rewards!💃🕺

#BITCOIN_ATH #Trump2024 https://t.co/0zXzIinAzy","""[{'indices': [48, 61], 'text': 'cryptomarket'}, {'indices': [79, 90], 'text': 'OlaAirdrop'}, {'indices': [228, 240], 'text': 'BITCOIN_ATH'}, {'indices': [241, 251], 'text': 'Trump2024'}]""",tweet,258,2024-11-08
61,"#California 
#NewYork 
#Alaska
#Arizona
#Colorado
#Delaware
#Connecticut
#ILLinois 
#Hawaii
#Maryland
#Maine 
#Massachusetts
#Michigan
#NewJersey
#Virginia
#Washington
#Oregon
#RhodeIsland
#Vermont 
#Minnesota

Bring on a bright future for the Nation !   Vote Donald Trump ! https://t.co/jhccWspiMV","""[{'indices': [0, 11], 'text': 'California'}, {'indices': [13, 21], 'text': 'NewYork'}, {'indices': [23, 30], 'text': 'Alaska'}, {'indices': [31, 39], 'text': 'Arizona'}, {'indices': [40, 49], 'text': 'Colorado'}, {'indices': [50, 59], 'text': 'Delaware'}, {'indices': [60, 72], 'text': 'Connecticut'}, {'indices': [73, 82], 'text': 'ILLinois'}, {'indices': [84, 91], 'text': 'Hawaii'}, {'indices': [92, 101], 'text': 'Maryland'}, {'indices': [102, 108], 'text': 'Maine'}, {'indices': [110, 124], 'text': 'Massachusetts'}, {'indices': [125, 134], 'text': 'Michigan'}, {'indices': [135, 145], 'text': 'NewJersey'}, {'indices': [146, 155], 'text': 'Virginia'}, {'indices': [156, 167], 'text': 'Washington'}, {'indices': [168, 175], 'text': 'Oregon'}, {'indices': [176, 188], 'text': 'RhodeIsland'}, {'indices': [189, 197], 'text': 'Vermont'}, {'indices': [199, 209], 'text': 'Minnesota'}]""",tweet,1,2024-11-02
62,"Future MAGA 2029.
#eloniamusktrump #ELON2024 #followers https://t.co/Aov9PDtYtI","""[{'indices': [18, 34], 'text': 'eloniamusktrump'}, {'indices': [35, 44], 'text': 'ELON2024'}, {'indices': [45, 55], 'text': 'followers'}]""",tweet,1449,2024-11-10
63,"Newly-elected MAGA Senator says the quiet part out loud: “trump knew he was going to win on election day, he’s known it for a long time.” #TrumpCheated https://t.co/odOcWf87XR","""[{'indices': [138, 151], 'text': 'TrumpCheated'}]""",tweet,17824,2024-11-08
64,"🇺🇸🇬🇧Weekend Follow Back#7🇬🇧🇺🇸#AFB @boldyboyuk &amp; @Taggie1224  Conductors:🇺🇸🇬🇧

@BipulTweets 
@Cryswolftears 
@MAGA_Meme_Man 
@AnneShephe42781 
@motherofcatsx3 
@shailenksingh 
@xcarekid 
@Arsenal_rep1 
@Yorkshirecath 
@CerberusX222 
@DannyBy20804240 
@Brian1422355390
@John1_MAGA https://t.co/Xt0C3NgGxh","""[{'indices': [29, 33], 'text': 'AFB'}]""",tweet,36,2024-11-03
65,"BREAKING:

Nancy Pelosi DESTROYS Mike Johnson, calling him Donald Trump’s “puppet.”

“(Johnson’s) puppeteer doesn’t hesitate to shine a light on the strings as he puppeteers.”

I love when Speaker Pelosi takes the gloves off!!

#VoteEarlyForDemocrats https://t.co/4OqGGzVXhg","""[{'indices': [228, 250], 'text': 'VoteEarlyForDemocrats'}]""",tweet,4957,2024-11-03
66,"This great patriot @SlimISTonTilt  has 430 followers. Let's follow and take him to 700 followers today. He follows back✅

#PatriotsUnite #Trump2024","""[{'indices': [122, 136], 'text': 'PatriotsUnite'}, {'indices': [137, 147], 'text': 'Trump2024'}]""",tweet,24,2024-11-02
67,"MAGA Speaker Mike Johnson wants to repeal the CHIPS Act because #ConvictedFelonDonaldTrump doesn't like it. He stated this on his Joe Rogan interview. 

If you're in #NY22 vote for @MannionforNY to protect the historical investments made in New York State under the CHIPS act. https://t.co/iL4Lq0G01t","""[{'indices': [64, 90], 'text': 'ConvictedFelonDonaldTrump'}, {'indices': [166, 171], 'text': 'NY22'}]""",tweet,13,2024-11-02
68,"Like | RT | Follow all Patriots! #MAGA2024 
@Hawkesbay69
@SagesOasis
@enda258
@blackhawkce457
@Everyday_ET
@texan_maga
@ws1832023
@99JWD
@TomaisMac
@Vibes7363
@m86742
@Mayflower_21
@KSage1953
@ComfortablyRED
@Bruce95943768
@gracieback2
@amaliaclaro1
@TJDOGMANR2
@JeffJun80346519 https://t.co/iglvXtLIQL","""[{'indices': [33, 42], 'text': 'MAGA2024'}]""",tweet,77,2024-11-10
69,"#DonaldTrump promises to ban gender-affirming care for minors in all 50 states, says the US government will only recognize male and female as genders https://t.co/siaCAXTLgZ https://t.co/CGVnEG7Y2J","""[{'indices': [0, 12], 'text': 'DonaldTrump'}]""",tweet,101483,2024-11-08
70,"🤨It's amusing to see how this fool believed he was embraced by the #MAGA #cult. Just 72 hours in, and they're already making it clear that he’s not part of the white movement—they only wanted his #vote! It's hard to believe this is real!
#BlacksforTrump #WeTriedToTellYa #lol https://t.co/nzyJkS98f7","""[{'indices': [67, 72], 'text': 'MAGA'}, {'indices': [73, 78], 'text': 'cult'}, {'indices': [196, 201], 'text': 'vote'}, {'indices': [238, 253], 'text': 'BlacksforTrump'}, {'indices': [254, 270], 'text': 'WeTriedToTellYa'}, {'indices': [271, 275], 'text': 'lol'}]""",tweet,3210,2024-11-08
71,"#griffain is some advanced AI built in $sol office
Currently sitting at 2.4m mcap with a big potential to be a new $goat

Ca: KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP

$mlg $mog $sbr $neiro $maga $fwog","""[{'indices': [0, 9], 'text': 'griffain'}]""",quote,5,2024-11-08
72,"Always #Bullish on #KCS! 🚀 It's the only #Altcoin I’m not planning to sell. Let’s start trading on #KuCoin, a breakout is coming soon! 
$Deai $Giga $Uxlink #Newcastle $W $Neiro $Qlindo $Maga $Flovi $Agld #Arteta $Ray $Glmr $Orbr #Hollywood $Honey $Sxp $Popcat","""[{'indices': [7, 15], 'text': 'Bullish'}, {'indices': [19, 23], 'text': 'KCS'}, {'indices': [41, 49], 'text': 'Altcoin'}, {'indices': [99, 106], 'text': 'KuCoin'}, {'indices': [156, 166], 'text': 'Newcastle'}, {'indices': [204, 211], 'text': 'Arteta'}, {'indices': [229, 239], 'text': 'Hollywood'}]""",quote,2,2024-11-03
73,Like if you want to thank Donald Trump for this #Bitcoin pump.👇 https://t.co/MxotspmEBB,"""[{'indices': [48, 56], 'text': 'Bitcoin'}]""",tweet,2611,2024-11-10
74,"Listen up, @ChicagosMayor. 

NOW is the time to stop prioritizing funding for the illegals and start putting Chicagoans first. 

#Chicago #Trump2024 #USAElection2024
Video H/T (left): @rawsalerts https://t.co/mnAqSsRjxc","""[{'indices': [129, 137], 'text': 'Chicago'}, {'indices': [138, 148], 'text': 'Trump2024'}, {'indices': [149, 165], 'text': 'USAElection2024'}]""",tweet,723,2024-11-08
75,"FINALLY DONALD TRUMP WON 🇺🇸

I will send $500 $SOL to 20 lucky ones (~$10000 USD) 🪄🧙‍♂️

Just like, retweet and comment 'done'. 
Random winner in 24hrs

#BTC  #TRUMP #SOL https://t.co/xZBfvUyw1k","""[{'indices': [153, 157], 'text': 'BTC'}, {'indices': [159, 165], 'text': 'TRUMP'}, {'indices': [166, 170], 'text': 'SOL'}]""",tweet,177,2024-11-06
76,"RINO ⁦@ThomTillis⁩ trying to act like he’s MAGA now. 😂
Don’t let the snake in the grass for you. #ncpol https://t.co/CV2u0mY1qY","""[{'indices': [97, 103], 'text': 'ncpol'}]""",tweet,1338,2024-11-08
77,"""We're Saying Merry Christmas 🎄🎁 AGAIN!"" 
-Donald Trump #DonaldTrumpSaveChristmas 🙏🏽🎄🎁
#VoteRedToSaveAmerica 🇺🇸💪🏽
#VoteRedToSaveChristmas 🎄🎁🇺🇸💪🏽 https://t.co/BBHPPqRJ6N","""[{'indices': [56, 81], 'text': 'DonaldTrumpSaveChristmas'}, {'indices': [87, 108], 'text': 'VoteRedToSaveAmerica'}, {'indices': [114, 137], 'text': 'VoteRedToSaveChristmas'}]""",tweet,36,2024-11-03
78,"Breaking: Donald Trump elected 47th President of the United States of America. 

#3NewsGH #ElectionCommandCentre https://t.co/Pyysdjh5Gd","""[{'indices': [81, 89], 'text': '3NewsGH'}, {'indices': [90, 112], 'text': 'ElectionCommandCentre'}]""",tweet,3760,2024-11-06
79,"Voted early….
Let’s go #Trump2024 https://t.co/uckzKQKItf","""[{'indices': [23, 33], 'text': 'Trump2024'}]""",tweet,0,2024-11-02
80,MAGA IS ALIVE AND WELL IN HAPPY VALLEY 🇺🇸 #weare https://t.co/sdXjSI5baz,"""[{'indices': [42, 48], 'text': 'weare'}]""",tweet,6859,2024-11-02
